Account_ID,Customer_Name,Age,Gender,Marital_Status,Account_Type,Balance,Interest_Rate,Account_Term,Opening_Date,Closing_Date,Transaction_Status,Transaction_Amount,Transaction_Type,Frequency,Region,Occupation,Dependents,Customer_Satisfaction_Rating
A0694,Customer_694,42,Male,Married,Fixed Deposit,151181,4.772757520206133,4,2017-07-20,2021-04-20,Success,91367,Withdrawal,Monthly,North,Self-Employed,0,1
A0695,Customer_695,49,Male,Single,Savings,332752,2.892428736260364,7,2006-10-03,2023-01-04,Failed,51030,Withdrawal,Quarterly,East,Self-Employed,0,2
A0696,Customer_696,43,Female,Married,Current,905285,3.569363897798133,20,2007-10-20,2025-04-17,Success,88953,Withdrawal,Quarterly,North,Unemployed,5,1
A0697,Customer_697,33,Female,Married,Savings,751432,3.092830668923119,14,2009-05-23,2027-10-13,Failed,91027,Deposit,Quarterly,West,Employed,2,4
A0698,Customer_698,27,Male,Married,Current,190117,4.868563095818303,14,2000-02-07,2028-08-14,Failed,17523,Withdrawal,Monthly,North,Student,2,2
A0699,Customer_699,59,Female,Single,Current,817779,2.9139222632020005,2,2012-07-04,2024-09-01,Success,43622,Deposit,Monthly,West,Unemployed,4,2
A0700,Customer_700,62,Female,Divorced,Current,85736,5.730781290050868,11,2005-04-14,2022-09-18,Success,23080,Withdrawal,Quarterly,South,Self-Employed,2,3
A0701,Customer_701,18,Male,Single,Current,512265,6.6512763168635765,12,2004-04-21,2024-05-25,Failed,83377,Transfer,Quarterly,East,Unemployed,3,1
A0702,Customer_702,66,Male,Divorced,Savings,349787,2.950837489180242,18,2002-08-20,2027-12-23,Success,99939,Deposit,Quarterly,North,Self-Employed,2,2
A0703,Customer_703,67,Female,Single,Fixed Deposit,662685,5.685561239706968,7,2011-11-22,2027-12-28,Success,90228,Transfer,Quarterly,North,Retired,0,4
A0704,Customer_704,24,Female,Single,Current,186413,3.1743068596508004,1,2002-02-22,2022-01-30,Failed,41776,Deposit,Yearly,North,Unemployed,3,2
A0705,Customer_705,67,Male,Married,Savings,329638,3.2102825892248186,7,2013-11-18,2029-07-11,Success,87442,Withdrawal,Yearly,West,Student,1,5
A0706,Customer_706,45,Male,Divorced,Current,666320,3.3270268666289238,10,2008-02-12,2021-11-10,Success,63293,Withdrawal,Monthly,South,Self-Employed,5,5
A0707,Customer_707,32,Male,Divorced,Savings,61831,3.1460376606422122,9,2019-05-08,2028-05-31,Failed,8949,Withdrawal,Yearly,East,Self-Employed,0,1
A0708,Customer_708,29,Male,Divorced,Current,5942,6.1747024003302835,3,2017-01-26,2029-06-06,Failed,44022,Withdrawal,Quarterly,West,Unemployed,2,1
A0709,Customer_709,69,Male,Divorced,Fixed Deposit,475012,6.181673549808446,10,2012-02-08,2026-10-31,Failed,2413,Withdrawal,Quarterly,West,Self-Employed,5,4
A0710,Customer_710,62,Female,Married,Current,287814,3.7801368667183652,10,2011-05-20,2029-08-10,Failed,79861,Deposit,Yearly,East,Self-Employed,3,2
A0711,Customer_711,51,Male,Married,Fixed Deposit,220553,5.8946924025822165,17,2004-12-01,2026-07-10,Failed,76781,Deposit,Yearly,South,Unemployed,1,1
A0712,Customer_712,47,Male,Single,Fixed Deposit,799169,2.599392463273858,18,2010-05-30,2029-11-22,Failed,58939,Transfer,Quarterly,North,Unemployed,1,3
A0713,Customer_713,21,Female,Single,Savings,812117,2.3924378631939036,11,2017-04-11,2026-03-24,Failed,50218,Transfer,Monthly,North,Student,4,1
A0714,Customer_714,53,Male,Married,Current,177795,6.778898420312407,1,2014-01-18,2023-04-08,Success,67081,Transfer,Yearly,North,Unemployed,2,2
A0715,Customer_715,33,Female,Single,Current,605272,4.463324316361062,4,2014-10-15,2024-04-17,Success,84063,Withdrawal,Yearly,South,Employed,4,3
A0716,Customer_716,25,Male,Married,Fixed Deposit,802619,2.033118380764283,11,2004-08-31,2028-06-04,Failed,97331,Deposit,Monthly,West,Student,1,2
A0717,Customer_717,47,Male,Divorced,Current,167131,6.2854466863525635,11,2006-03-14,2026-08-02,Failed,30564,Withdrawal,Monthly,North,Unemployed,4,4
A0718,Customer_718,26,Male,Single,Savings,514358,6.7899654523381265,13,2001-03-10,2026-07-02,Failed,66084,Transfer,Yearly,West,Retired,0,2
A0719,Customer_719,69,Male,Married,Fixed Deposit,824353,6.240052978779826,19,2004-05-05,2026-08-30,Success,77100,Transfer,Yearly,North,Unemployed,3,3
A0720,Customer_720,47,Female,Divorced,Fixed Deposit,801660,3.855982676918338,20,2002-07-12,2023-12-08,Failed,92457,Deposit,Yearly,West,Unemployed,1,4
A0721,Customer_721,60,Male,Divorced,Savings,818629,3.5770845298595866,1,2017-11-12,2027-01-31,Success,1842,Withdrawal,Yearly,West,Retired,2,1
A0722,Customer_722,51,Female,Divorced,Savings,93318,6.49060600196426,6,2003-05-07,2024-11-08,Failed,30588,Transfer,Monthly,South,Student,4,2
A0723,Customer_723,53,Female,Married,Savings,136691,6.404936242736867,7,2015-05-15,2030-01-29,Failed,2880,Withdrawal,Quarterly,West,Self-Employed,4,2
A0724,Customer_724,56,Male,Married,Current,645328,4.8725968997466875,11,2018-12-04,2030-08-23,Success,80886,Deposit,Yearly,West,Employed,5,5
A0725,Customer_725,38,Female,Married,Savings,455779,3.3736651648135982,11,2020-06-10,2027-01-24,Failed,99575,Withdrawal,Yearly,South,Retired,2,2
A0726,Customer_726,66,Female,Divorced,Savings,665259,2.9143593156484764,16,2010-08-22,2027-02-17,Failed,16360,Deposit,Yearly,North,Student,4,5
A0727,Customer_727,46,Female,Divorced,Fixed Deposit,451268,5.821311627179638,16,2011-02-27,2021-03-14,Success,40581,Transfer,Yearly,West,Self-Employed,4,3
A0728,Customer_728,57,Male,Divorced,Current,423988,4.555668178210654,2,2003-12-15,2029-07-27,Failed,31084,Withdrawal,Yearly,North,Retired,2,4
A0729,Customer_729,70,Male,Married,Fixed Deposit,450865,3.9893974893574704,5,2003-08-01,2021-05-10,Failed,96819,Withdrawal,Quarterly,East,Retired,5,5
A0730,Customer_730,64,Female,Married,Fixed Deposit,501590,5.750846928978904,16,2015-01-11,2025-10-29,Success,56264,Withdrawal,Monthly,East,Self-Employed,0,3
A0731,Customer_731,50,Female,Single,Savings,402936,2.6412297507430678,5,2020-09-10,2030-11-14,Success,99353,Withdrawal,Monthly,South,Student,1,2
A0732,Customer_732,45,Male,Divorced,Current,5895,4.628677219125253,15,2000-12-19,2022-05-03,Success,32022,Deposit,Quarterly,East,Unemployed,0,3
A0733,Customer_733,53,Female,Married,Savings,40557,4.115879337427023,18,2001-03-18,2025-04-21,Failed,81333,Deposit,Monthly,West,Unemployed,5,4
A0734,Customer_734,46,Female,Single,Fixed Deposit,560711,6.698272106825111,11,2014-06-18,2026-01-18,Success,10505,Withdrawal,Quarterly,North,Self-Employed,5,1
A0735,Customer_735,28,Female,Single,Current,210100,2.16281323516649,15,2008-03-02,2024-07-12,Success,7954,Transfer,Quarterly,South,Unemployed,5,4
A0736,Customer_736,65,Female,Divorced,Fixed Deposit,767151,3.7364448083086654,14,2006-05-24,2030-07-26,Success,18129,Deposit,Monthly,South,Retired,2,4
A0737,Customer_737,48,Female,Divorced,Fixed Deposit,392225,6.3020006524897605,2,2004-09-12,2025-03-22,Success,49189,Withdrawal,Yearly,North,Retired,2,4
A0738,Customer_738,46,Female,Married,Current,997219,5.879519819274558,17,2009-09-30,2025-12-18,Success,65469,Withdrawal,Quarterly,North,Unemployed,3,3
A0739,Customer_739,34,Male,Single,Savings,15760,4.285980171580135,10,2005-08-21,2026-02-26,Failed,38977,Deposit,Quarterly,South,Employed,5,2
A0740,Customer_740,66,Male,Divorced,Savings,936336,2.6018409020544797,19,2007-07-01,2021-05-28,Success,26578,Deposit,Yearly,West,Retired,1,4
A0741,Customer_741,33,Male,Divorced,Fixed Deposit,338864,4.5910256974425385,11,2013-10-31,2021-05-15,Success,19979,Withdrawal,Yearly,North,Self-Employed,1,3
A0742,Customer_742,58,Female,Single,Savings,794612,3.578256327256953,18,2018-01-21,2022-12-26,Success,49350,Withdrawal,Monthly,North,Unemployed,2,5
A0743,Customer_743,35,Male,Divorced,Current,874703,2.042093024098127,18,2019-12-18,2027-03-31,Success,26889,Deposit,Quarterly,South,Self-Employed,3,1
A0744,Customer_744,67,Female,Single,Current,557829,5.370515302224174,1,2017-01-03,2028-05-24,Failed,84253,Deposit,Monthly,North,Student,1,4
A0745,Customer_745,67,Female,Single,Savings,200834,3.8971400179344493,7,2010-03-01,2030-08-26,Success,5068,Transfer,Yearly,North,Unemployed,3,1
A0746,Customer_746,51,Male,Divorced,Savings,19786,2.5037391306994925,19,2000-12-20,2029-09-28,Success,31303,Transfer,Quarterly,North,Employed,2,4
A0747,Customer_747,49,Male,Single,Fixed Deposit,710621,3.8080116291634023,11,2002-05-05,2024-05-26,Failed,95167,Deposit,Yearly,South,Employed,2,2
A0748,Customer_748,58,Female,Single,Current,5324,6.309210116405068,12,2016-08-09,2030-12-03,Success,78490,Withdrawal,Yearly,West,Retired,1,2
A0749,Customer_749,33,Male,Married,Savings,658128,2.935762209764249,3,2001-03-05,2028-12-02,Failed,58260,Deposit,Monthly,South,Self-Employed,5,1
A0750,Customer_750,35,Male,Single,Savings,770238,3.3142451732285005,5,2020-09-28,2022-11-04,Failed,96995,Withdrawal,Monthly,East,Student,5,1
A0751,Customer_751,46,Female,Divorced,Savings,261909,3.3470411476249007,9,2012-01-20,2026-07-07,Success,43182,Deposit,Monthly,North,Self-Employed,2,1
A0752,Customer_752,22,Female,Single,Fixed Deposit,238256,6.7926340853081655,1,2003-12-11,2025-10-31,Failed,17698,Deposit,Yearly,East,Student,2,2
A0753,Customer_753,63,Male,Single,Current,728213,3.715482300740635,11,2003-07-18,2022-07-05,Success,36554,Transfer,Monthly,East,Retired,4,4
A0754,Customer_754,36,Female,Divorced,Fixed Deposit,920585,2.9195683709818874,13,2017-08-13,2024-07-03,Failed,41720,Withdrawal,Quarterly,South,Unemployed,5,1
A0755,Customer_755,33,Male,Single,Current,362076,4.119714402054715,18,2000-08-26,2029-01-10,Failed,84458,Deposit,Yearly,East,Unemployed,0,2
A0756,Customer_756,35,Male,Single,Current,328252,4.095464717623317,6,2010-11-17,2025-05-13,Success,99779,Withdrawal,Yearly,South,Retired,1,5
A0757,Customer_757,39,Female,Single,Fixed Deposit,136193,5.760978816908212,19,2011-07-20,2026-06-20,Failed,5291,Withdrawal,Monthly,West,Student,0,3
A0758,Customer_758,38,Female,Divorced,Savings,108697,3.8253899311395765,20,2002-08-08,2029-07-27,Success,68371,Withdrawal,Yearly,West,Retired,5,2
A0759,Customer_759,52,Male,Married,Fixed Deposit,403181,4.002962987111118,13,2001-08-03,2022-03-25,Failed,54480,Withdrawal,Quarterly,North,Employed,3,3
A0760,Customer_760,23,Female,Married,Savings,528786,4.25364495738928,6,2020-01-28,2027-05-20,Failed,85040,Withdrawal,Monthly,North,Unemployed,3,4
A0761,Customer_761,26,Male,Single,Fixed Deposit,618265,4.857048590896247,20,2005-04-11,2028-07-27,Failed,37908,Withdrawal,Quarterly,North,Employed,3,3
A0762,Customer_762,27,Female,Divorced,Savings,321984,6.89636225908595,4,2016-03-06,2026-07-03,Success,98476,Deposit,Monthly,East,Unemployed,3,5
A0763,Customer_763,32,Female,Divorced,Fixed Deposit,176133,5.430059560707463,10,2009-12-22,2028-05-27,Success,3205,Transfer,Monthly,South,Employed,0,3
A0764,Customer_764,42,Male,Divorced,Current,69458,6.070953320706998,11,2013-04-17,2027-03-19,Success,30116,Withdrawal,Yearly,West,Self-Employed,4,3
A0765,Customer_765,62,Female,Divorced,Savings,864862,5.604077297074687,2,2013-01-01,2028-09-08,Success,96159,Deposit,Yearly,East,Student,0,5
A0766,Customer_766,27,Male,Married,Fixed Deposit,48939,6.020437905036106,9,2007-04-24,2027-01-19,Failed,43520,Withdrawal,Monthly,South,Student,4,3
A0767,Customer_767,63,Female,Divorced,Fixed Deposit,313687,4.776700237103505,14,2009-05-25,2027-06-02,Success,45022,Transfer,Quarterly,West,Unemployed,2,1
A0768,Customer_768,31,Male,Married,Savings,995535,6.281543693724401,3,2004-06-16,2026-04-09,Success,31852,Withdrawal,Quarterly,East,Unemployed,0,1
A0769,Customer_769,22,Male,Single,Current,305955,2.9803160706849297,16,2016-10-03,2026-05-04,Failed,27076,Deposit,Monthly,East,Employed,4,4
A0770,Customer_770,44,Female,Single,Fixed Deposit,479073,6.000187291173186,8,2015-03-07,2027-04-22,Success,70788,Deposit,Quarterly,East,Self-Employed,3,2
A0771,Customer_771,44,Male,Divorced,Savings,764187,5.692710069922658,12,2020-02-24,2030-08-01,Success,7187,Withdrawal,Quarterly,South,Unemployed,0,1
A0772,Customer_772,39,Female,Divorced,Savings,546561,4.364935122641487,15,2007-04-22,2022-10-03,Failed,87263,Transfer,Yearly,East,Unemployed,4,5
A0773,Customer_773,52,Male,Married,Current,626339,2.0487114554869854,10,2005-02-27,2026-09-07,Failed,32650,Withdrawal,Monthly,East,Self-Employed,2,4
A0774,Customer_774,47,Male,Single,Current,550577,4.107603345051326,7,2017-06-21,2021-08-17,Success,90192,Deposit,Yearly,North,Student,4,2
A0775,Customer_775,44,Male,Single,Current,355245,2.6723584233061137,17,2002-06-21,2025-05-23,Success,91362,Withdrawal,Quarterly,North,Retired,3,2
A0776,Customer_776,21,Female,Divorced,Current,455730,6.466352047375959,10,2007-04-25,2023-12-15,Failed,94406,Transfer,Yearly,East,Self-Employed,2,5
A0777,Customer_777,31,Female,Divorced,Fixed Deposit,932108,5.153259922452531,6,2005-02-08,2026-07-20,Success,29256,Deposit,Quarterly,West,Employed,4,1
A0778,Customer_778,44,Male,Married,Fixed Deposit,721141,4.669912938794505,4,2002-03-14,2027-08-18,Success,79800,Deposit,Quarterly,West,Student,2,4
A0779,Customer_779,42,Female,Divorced,Current,141288,3.578636235942428,12,2005-04-26,2025-03-28,Success,50102,Deposit,Quarterly,East,Retired,5,4
A0780,Customer_780,67,Female,Married,Current,360381,4.433100987227045,2,2016-07-18,2027-12-02,Failed,68450,Withdrawal,Quarterly,North,Student,0,1
A0781,Customer_781,55,Male,Single,Current,946169,3.254870167454274,7,2009-04-02,2028-08-02,Failed,42257,Deposit,Quarterly,South,Retired,5,1
A0782,Customer_782,62,Male,Divorced,Current,514989,6.2925099122462615,3,2019-07-06,2024-12-15,Success,24157,Deposit,Yearly,South,Retired,0,2
A0783,Customer_783,19,Male,Divorced,Savings,377701,2.238546520412039,15,2004-06-26,2029-08-06,Failed,58081,Withdrawal,Quarterly,South,Student,4,1
A0784,Customer_784,66,Female,Divorced,Savings,787553,2.494873996471732,17,2008-06-03,2024-03-11,Success,82646,Withdrawal,Yearly,East,Student,0,4
A0785,Customer_785,54,Male,Married,Savings,198579,2.816709401459857,1,2019-12-29,2024-08-05,Failed,892,Transfer,Quarterly,South,Student,4,2
A0786,Customer_786,42,Male,Single,Savings,173892,3.0773366247794804,16,2004-12-12,2021-09-09,Failed,8569,Withdrawal,Monthly,North,Self-Employed,0,1
A0787,Customer_787,48,Female,Single,Fixed Deposit,995138,3.2714484138987743,17,2001-08-25,2021-04-26,Failed,64540,Deposit,Monthly,East,Unemployed,4,1
A0788,Customer_788,18,Male,Single,Savings,951947,6.194858544687264,5,2010-07-25,2027-08-16,Failed,9273,Deposit,Quarterly,South,Unemployed,1,2
A0789,Customer_789,40,Female,Divorced,Savings,963808,2.4815094340538533,7,2013-02-14,2021-07-04,Success,25326,Transfer,Quarterly,North,Retired,4,4
A0790,Customer_790,37,Male,Single,Savings,852452,5.722966102311631,11,2010-11-12,2022-06-10,Success,6929,Deposit,Quarterly,South,Unemployed,0,5
A0791,Customer_791,66,Female,Single,Savings,423986,3.298845610058383,16,2001-03-21,2030-05-22,Success,83247,Withdrawal,Monthly,West,Student,4,3
A0792,Customer_792,42,Male,Single,Current,21053,3.8015329003464444,17,2019-12-21,2025-02-09,Success,18650,Transfer,Yearly,West,Student,3,4
A0793,Customer_793,44,Male,Divorced,Current,240513,4.787457441234759,10,2009-10-10,2024-11-29,Success,26867,Withdrawal,Yearly,North,Unemployed,4,2
A0794,Customer_794,52,Male,Divorced,Current,236217,6.050079407457814,11,2003-04-02,2030-01-29,Failed,16557,Deposit,Monthly,North,Employed,5,4
A0795,Customer_795,65,Female,Married,Current,763491,3.720701382303064,5,2004-11-05,2029-04-28,Failed,12127,Withdrawal,Yearly,West,Self-Employed,1,5
A0796,Customer_796,65,Female,Married,Savings,138579,4.058804523990955,4,2020-10-23,2027-07-20,Success,22864,Withdrawal,Quarterly,North,Retired,0,1
A0797,Customer_797,52,Male,Married,Fixed Deposit,222449,3.755452449149213,17,2013-09-01,2021-04-21,Failed,77777,Transfer,Quarterly,East,Employed,5,5
A0798,Customer_798,69,Male,Married,Current,770735,5.397929257270565,5,2010-03-16,2029-08-01,Success,72038,Withdrawal,Quarterly,East,Student,3,2
A0799,Customer_799,56,Female,Single,Savings,23977,5.027880161961843,7,2003-12-29,2030-12-30,Failed,26887,Transfer,Yearly,West,Student,2,2
A0800,Customer_800,32,Male,Married,Current,619337,4.8842687821348925,2,2008-09-08,2028-01-05,Failed,31073,Transfer,Yearly,East,Unemployed,3,3
A0801,Customer_801,49,Male,Married,Current,530146,5.249327415568044,15,2008-05-17,2024-10-29,Failed,66609,Deposit,Yearly,North,Retired,3,1
A0802,Customer_802,32,Male,Married,Current,178193,4.692191272025512,13,2003-01-22,2025-04-08,Success,10345,Withdrawal,Quarterly,North,Student,5,5
A0803,Customer_803,35,Female,Divorced,Current,130144,6.896865665179085,17,2010-04-07,2022-02-03,Failed,55968,Withdrawal,Yearly,East,Retired,1,1
A0804,Customer_804,45,Female,Single,Savings,385398,3.4230436591472118,4,2016-02-22,2025-10-20,Success,95125,Transfer,Quarterly,West,Employed,5,2
A0805,Customer_805,49,Male,Divorced,Savings,746652,3.625451433405013,1,2004-05-09,2024-11-14,Failed,61320,Transfer,Yearly,West,Self-Employed,2,3
A0806,Customer_806,19,Female,Single,Savings,683141,4.552222627680516,10,2014-03-05,2025-01-03,Success,40924,Transfer,Yearly,North,Retired,0,3
A0807,Customer_807,42,Male,Married,Fixed Deposit,831605,5.8737218356328516,2,2008-01-16,2025-08-15,Success,21616,Withdrawal,Monthly,West,Self-Employed,1,2
A0808,Customer_808,39,Female,Divorced,Current,40178,4.2346505854141885,20,2006-01-18,2024-12-09,Failed,94691,Deposit,Monthly,West,Unemployed,5,3
A0809,Customer_809,60,Male,Single,Fixed Deposit,394417,2.392037607024274,3,2004-07-14,2021-08-20,Success,25991,Deposit,Monthly,West,Retired,4,4
A0810,Customer_810,61,Male,Divorced,Fixed Deposit,920123,5.0683188619659685,11,2007-07-14,2028-06-01,Success,32202,Deposit,Monthly,North,Retired,2,2
A0811,Customer_811,69,Female,Divorced,Fixed Deposit,672425,4.318760403682001,15,2002-11-08,2023-09-28,Success,55676,Deposit,Yearly,South,Self-Employed,3,1
A0812,Customer_812,43,Male,Single,Savings,269214,6.782972154946935,2,2000-09-19,2023-10-12,Failed,23225,Deposit,Monthly,South,Retired,4,4
A0813,Customer_813,64,Male,Single,Savings,809713,6.341288252457065,4,2015-07-11,2023-08-20,Failed,79510,Deposit,Yearly,West,Self-Employed,5,4
A0814,Customer_814,28,Female,Married,Current,561708,5.2029032635583405,17,2012-10-02,2028-04-08,Failed,32732,Withdrawal,Quarterly,South,Self-Employed,5,2
A0815,Customer_815,47,Female,Married,Savings,654404,6.6428333348552995,10,2001-05-03,2024-07-02,Success,39828,Transfer,Monthly,West,Unemployed,3,3
A0816,Customer_816,26,Male,Married,Savings,51947,4.109082439216726,1,2006-04-17,2027-08-25,Success,37501,Deposit,Quarterly,North,Employed,0,5
A0817,Customer_817,57,Female,Divorced,Fixed Deposit,623774,5.061550690667241,19,2003-01-23,2021-12-14,Success,75652,Transfer,Yearly,East,Employed,3,1
A0818,Customer_818,52,Female,Married,Savings,51290,4.023863600526034,10,2002-06-29,2028-09-19,Failed,58855,Deposit,Yearly,North,Unemployed,4,2
A0819,Customer_819,19,Female,Single,Current,695125,6.535365256344679,7,2019-02-06,2021-09-26,Success,83409,Deposit,Yearly,East,Self-Employed,2,2
A0820,Customer_820,43,Male,Divorced,Current,114365,2.3955596373230024,11,2010-06-10,2030-09-30,Success,26498,Transfer,Monthly,North,Unemployed,0,2
A0821,Customer_821,55,Female,Single,Fixed Deposit,686315,3.7181274379871017,7,2010-04-14,2024-06-02,Failed,35733,Withdrawal,Yearly,East,Student,4,3
A0822,Customer_822,54,Male,Divorced,Savings,877735,3.5674103169470364,7,2009-05-19,2022-04-14,Failed,63168,Withdrawal,Quarterly,East,Student,3,4
A0823,Customer_823,60,Female,Single,Fixed Deposit,21700,5.265065487152201,10,2003-11-03,2024-10-14,Success,10587,Transfer,Yearly,South,Self-Employed,0,1
A0824,Customer_824,19,Male,Single,Current,51578,5.552167425583019,9,2017-01-19,2022-11-27,Success,47231,Transfer,Yearly,North,Student,0,4
A0825,Customer_825,23,Male,Married,Current,724255,5.026924865120809,18,2007-09-15,2021-03-22,Failed,52298,Deposit,Monthly,East,Employed,1,1
A0826,Customer_826,59,Female,Married,Savings,122414,3.977276625903252,11,2004-12-06,2027-01-15,Failed,49608,Withdrawal,Yearly,West,Self-Employed,2,2
A0827,Customer_827,45,Male,Divorced,Savings,438020,6.438459032956451,15,2019-11-18,2024-08-28,Success,22089,Withdrawal,Quarterly,West,Self-Employed,3,5
A0828,Customer_828,26,Male,Married,Current,466897,5.904870184615495,4,2006-08-14,2021-06-03,Success,61797,Withdrawal,Quarterly,North,Self-Employed,1,5
A0829,Customer_829,47,Female,Divorced,Current,399724,6.693849174796225,9,2013-07-15,2026-03-03,Success,57952,Withdrawal,Monthly,North,Unemployed,2,3
A0830,Customer_830,29,Female,Single,Fixed Deposit,130598,5.739477492381624,5,2003-07-08,2028-05-18,Failed,55503,Withdrawal,Monthly,West,Unemployed,1,5
A0831,Customer_831,21,Male,Divorced,Fixed Deposit,574867,4.604678458181248,6,2017-09-15,2030-09-07,Failed,66329,Deposit,Quarterly,East,Employed,4,2
A0832,Customer_832,34,Female,Single,Fixed Deposit,266015,4.251443282290886,9,2017-10-27,2025-09-27,Failed,79974,Withdrawal,Yearly,West,Self-Employed,5,2
A0833,Customer_833,42,Female,Single,Savings,498440,2.8365905353384533,4,2014-04-23,2027-05-16,Failed,96428,Deposit,Quarterly,West,Self-Employed,2,5
A0834,Customer_834,38,Male,Single,Savings,736962,6.2710592233799805,1,2013-09-18,2026-10-10,Failed,56910,Transfer,Monthly,East,Self-Employed,4,3
A0835,Customer_835,31,Male,Divorced,Current,161565,2.625199553660021,20,2020-04-23,2025-09-22,Success,99757,Deposit,Monthly,South,Student,3,1
A0836,Customer_836,47,Male,Divorced,Savings,216477,3.173135960922485,18,2003-10-24,2023-12-29,Failed,20531,Transfer,Quarterly,West,Employed,5,1
A0837,Customer_837,38,Female,Married,Savings,729961,3.2582350500090915,17,2012-12-18,2021-03-25,Success,63276,Transfer,Monthly,West,Self-Employed,5,1
A0838,Customer_838,39,Male,Married,Savings,720050,5.719376724239324,4,2012-05-25,2028-10-21,Success,2696,Deposit,Quarterly,South,Self-Employed,1,4
A0839,Customer_839,66,Female,Single,Savings,661929,5.748698684575585,7,2019-03-06,2026-04-08,Success,99967,Deposit,Quarterly,South,Retired,4,5
A0840,Customer_840,42,Male,Single,Savings,10756,3.0528574573587797,18,2005-02-24,2027-08-06,Failed,50093,Withdrawal,Quarterly,North,Unemployed,2,5
A0841,Customer_841,35,Male,Divorced,Savings,316743,3.9852279165018096,12,2001-12-09,2021-04-02,Success,56119,Deposit,Yearly,East,Employed,5,1
A0842,Customer_842,66,Male,Married,Savings,442315,2.4777685949129014,18,2009-03-26,2024-07-20,Failed,11009,Withdrawal,Yearly,East,Student,4,5
A0843,Customer_843,44,Male,Divorced,Savings,694805,6.683968308519236,11,2019-03-22,2025-03-28,Success,99565,Transfer,Yearly,North,Self-Employed,1,2
A0844,Customer_844,34,Female,Divorced,Current,106885,4.3659289832574775,9,2011-09-14,2027-05-26,Success,39451,Deposit,Quarterly,South,Unemployed,1,3
A0845,Customer_845,23,Female,Divorced,Current,695663,2.269127191095237,5,2010-12-21,2025-05-18,Failed,78111,Transfer,Monthly,East,Employed,1,3
A0846,Customer_846,48,Female,Single,Fixed Deposit,546583,5.854668527730276,10,2019-05-04,2024-08-13,Failed,70511,Withdrawal,Quarterly,East,Student,1,1
A0847,Customer_847,19,Female,Single,Fixed Deposit,284091,4.619913956709071,19,2004-11-08,2027-06-04,Success,20127,Deposit,Monthly,West,Retired,2,2
A0848,Customer_848,65,Female,Married,Fixed Deposit,654050,6.980068656923294,8,2013-04-08,2022-02-05,Failed,72563,Withdrawal,Yearly,North,Student,1,1
A0849,Customer_849,52,Male,Single,Savings,636053,2.5196420201082623,6,2010-08-14,2030-01-24,Failed,95343,Transfer,Quarterly,East,Self-Employed,0,2
A0850,Customer_850,21,Male,Single,Fixed Deposit,735764,5.090510858419328,3,2018-10-09,2026-06-24,Failed,23129,Deposit,Quarterly,East,Student,0,1
A0851,Customer_851,40,Female,Divorced,Fixed Deposit,144826,2.4215563332599648,10,2010-05-18,2022-02-14,Failed,33823,Transfer,Yearly,East,Student,4,4
A0852,Customer_852,32,Female,Single,Current,440170,6.657947901095127,20,2006-04-05,2028-09-30,Failed,49966,Transfer,Quarterly,East,Student,4,1
A0853,Customer_853,59,Male,Divorced,Savings,872002,3.9492310400817785,11,2000-04-28,2028-07-28,Success,60871,Transfer,Quarterly,North,Self-Employed,0,5
A0854,Customer_854,22,Female,Married,Savings,943273,3.1467797773851647,18,2016-05-16,2023-04-24,Failed,40188,Transfer,Quarterly,North,Employed,1,1
A0855,Customer_855,67,Female,Single,Savings,111010,5.687966141260239,15,2009-08-08,2024-10-08,Failed,59554,Deposit,Yearly,East,Student,4,4
A0856,Customer_856,59,Male,Married,Savings,537435,4.2158021340698255,2,2016-07-05,2026-07-28,Success,37222,Deposit,Monthly,East,Self-Employed,2,5
A0857,Customer_857,20,Female,Single,Fixed Deposit,754681,2.6320585359363666,5,2019-07-28,2026-08-22,Failed,49271,Transfer,Monthly,East,Unemployed,0,1
A0858,Customer_858,66,Female,Divorced,Current,648703,4.633711689655399,1,2005-07-13,2030-02-06,Failed,73781,Transfer,Quarterly,South,Self-Employed,2,2
A0859,Customer_859,19,Female,Single,Savings,124453,2.8530399213944113,16,2005-07-23,2029-07-31,Success,79532,Transfer,Monthly,West,Student,2,1
A0860,Customer_860,33,Female,Divorced,Savings,297439,2.175774904472721,2,2007-05-05,2028-06-26,Success,63125,Deposit,Monthly,West,Unemployed,1,5
A0861,Customer_861,30,Female,Married,Current,120550,3.784206213815838,4,2009-09-27,2024-10-22,Success,9529,Deposit,Monthly,North,Unemployed,5,5
A0862,Customer_862,19,Female,Divorced,Savings,823880,6.576361936524559,13,2012-12-29,2022-11-14,Failed,43777,Deposit,Monthly,West,Student,1,1
A0863,Customer_863,57,Male,Divorced,Savings,112425,6.3212057082412665,2,2004-12-26,2027-11-24,Success,18011,Deposit,Quarterly,North,Retired,1,1
A0864,Customer_864,27,Female,Married,Current,522917,4.335967383346764,3,2020-01-01,2024-05-11,Success,93798,Withdrawal,Yearly,West,Student,2,4
A0865,Customer_865,33,Female,Married,Savings,209296,6.354491365722721,14,2020-10-19,2025-01-28,Success,61606,Deposit,Yearly,North,Retired,1,5
A0866,Customer_866,26,Female,Divorced,Savings,639584,6.6742878583228,13,2013-04-09,2025-11-21,Failed,25752,Withdrawal,Yearly,East,Employed,3,4
A0867,Customer_867,48,Female,Single,Fixed Deposit,210452,4.742726372362857,6,2003-05-05,2023-04-07,Failed,20380,Deposit,Quarterly,West,Unemployed,2,3
